Date/Time,Environment:Site Outdoor Air Drybulb Temperature [F](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [F](Hourly),PHIUSMELS:Electric Equipment Electricity Energy [kWh](Hourly),FRIDGE:Electric Equipment Electricity Energy [kWh](Hourly),RANGE:Electric Equipment Electricity Energy [kWh](Hourly),CLOTHESDRYER:Electric Equipment Electricity Energy [kWh](Hourly),CLOTHESWASHER:Electric Equipment Electricity Energy [kWh](Hourly),DISHWASHER:Electric Equipment Electricity Energy [kWh](Hourly),SIZINGSENSIBLE:Electric Equipment Electricity Energy [kWh](Hourly),SIZINGLATENT:Electric Equipment Electricity Energy [kWh](Hourly),ZONE 1:Zone Ventilation Mass Flow Rate [lb/min](Hourly),ZONE 1:Zone Air Temperature [F](Hourly),ZONE 1:Zone Air Relative Humidity [%](Hourly),ZONE 1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [kWh](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [kWh](Hourly) 
 01/21  11:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.736510325072544,23.27820223303644,1577.0355835226,0.15162689848057126,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  12:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.736542034281385,23.27924364244653,1577.02922264661,0.15281617968142786,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  13:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.736949715046990,23.279891497907579,1577.0233862786552,0.15391866831030820,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  14:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.737272693768787,23.28055022697476,1577.0178894879419,0.15493576997969088,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  15:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.737544770836962,23.281190684756063,1577.0127415179468,0.15587991481996560,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  16:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.737779902264094,23.28180348564146,1577.0079361855383,0.15676041280211900,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  17:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.737985664255831,23.282384268876898,1577.0034604996609,0.15783475034908331,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,2.5000019999999996E-004 
 01/21  18:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738167032874628,23.282931911639989,1576.9992987283472,0.15935907990618817,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  19:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738327579451109,23.283446867707889,1576.9954340178475,0.16008853596209205,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  20:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738469997750897,23.283928945909879,1576.9918492496329,0.16077746172496443,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  21:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738596382954753,23.284379980381428,1576.988527537115,0.16142957047005377,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  22:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738708393454473,23.284801025174497,1576.9854525233369,0.16204538254608450,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  23:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738802641847656,23.2851973040311,1576.9826098908343,0.16262601322633863,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  24:00:00,-1.6599999999999966,-1.6600004278445013,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.738885562709612,23.28556633376565,1576.9799855581885,0.16317615932380680,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  01:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.747136362267156,25.77741952710696,1608.8056683172875,0.11610901835396935,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  02:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.749376124423065,25.777009061410433,1608.795840245349,0.12175374064548825,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  03:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.751522736591198,25.77678873416724,1608.7854551087942,0.12610877622527811,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  04:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.753182800105776,25.77704352432975,1608.774827361962,0.12967797951918070,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  05:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.754449815203230,25.777638426803955,1608.7642732289992,0.13264172135306984,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  06:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.755410793604710,25.77845807239502,1608.7540213112278,0.13512999453832242,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  07:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.756147518162749,25.779404062965967,1608.7442187885052,0.13725320609069605,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0000007999999999E-003 
 01/21  08:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.756712936101820,25.780415341061006,1608.7349516933276,0.13834010717366341,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,2.5000019999999996E-004 
 01/21  09:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.757148554016169,25.781447188183529,1608.726265346372,0.13971172776411753,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  10:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.757468127168579,25.782484708010409,1608.7181804468688,0.14115640115313335,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  11:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.757647534599442,25.78354546815655,1608.710717011139,0.14245338002217561,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  12:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.757651906284508,25.784655345173367,1608.7039125227207,0.14362201387852627,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  13:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.758068604421055,25.785301896546888,1608.6976740005485,0.14470332067975178,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  14:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.758393867375545,25.785971591239006,1608.6917927841885,0.14569907002222837,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  15:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.758667308069619,25.78662721405353,1608.6862812731725,0.14662186839451768,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
 01/21  16:00:00,4.2799999999999976,4.2799999999999976,0.0000000000000000,5.0799127397260266E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,67.758903458269359,25.78725625195944,1608.6811334962668,0.14748109762852527,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0000000000000000 
